# ts cpu_pct rss_gb mem_used_mb
2026-09-23T16:08:14Z	3117.0	4.07	7821
2026-09-23T16:08:44Z	3117.0	4.37	8203
2026-09-23T16:09:14Z	3117.0	3.31	7113
2026-09-23T16:09:44Z	3117.0	4.95	8636
2026-09-23T16:10:14Z	3117.0	3.28	6997
2026-09-23T16:10:44Z	3117.0	2.98	6697
2026-09-23T16:11:14Z	3117.0	3.08	6714
2026-09-23T16:11:44Z	3117.0	3.81	7453
2026-09-23T16:12:14Z	3117.0	3.41	6008
2026-09-23T16:12:44Z	3118.0	3.28	6911
2026-09-23T16:13:14Z	3118.0	4.13	7914
2026-09-23T16:13:44Z	3118.0	4.29	7860
2026-09-23T16:14:14Z	3118.0	4.34	7823
2026-09-23T16:14:44Z	3118.0	3.49	7000
2026-09-23T16:15:14Z	3118.0	4.06	7767
2026-09-23T16:15:45Z	3118.0	3.96	7617
2026-09-23T16:16:15Z	3118.0	2.65	6375
2026-09-23T16:16:45Z	3118.0	2.54	6214
2026-09-23T16:17:15Z	3118.0	4.25	8225
2026-09-23T16:17:45Z	3118.0	3.44	7084
2026-09-23T16:18:15Z	3118.0	3.86	7399
2026-09-23T16:18:45Z	3118.0	2.69	6219
2026-09-23T16:19:15Z	3118.0	4.69	7974
2026-09-23T16:19:45Z	3118.0	3.99	7548
2026-09-23T16:20:15Z	3118.0	5.20	8905
2026-09-23T16:20:45Z	3118.0	4.71	8363
2026-09-23T16:21:15Z	3119.0	4.05	7723
2026-09-23T16:21:45Z	3118.0	3.85	7486
2026-09-23T16:22:15Z	3118.0	3.53	7196
2026-09-23T16:22:45Z	3119.0	3.11	6685
2026-09-23T16:23:15Z	3119.0	4.05	7840
2026-09-23T16:23:45Z	3119.0	4.08	7655
2026-09-23T16:24:15Z	3119.0	2.35	5930
2026-09-23T16:24:45Z	3119.0	2.84	6425
2026-09-23T16:25:15Z	3119.0	3.56	7122
2026-09-23T16:25:45Z	3119.0	3.02	6727
2026-09-23T16:26:15Z	3119.0	2.22	4099
2026-09-23T16:26:46Z	3119.0	4.58	8397
2026-09-23T16:27:16Z	3119.0	3.33	6910
2026-09-23T16:27:46Z	3119.0	2.89	6567
2026-09-23T16:28:16Z	3119.0	2.47	6069
2026-09-23T16:28:46Z	3119.0	2.91	6667
2026-09-23T16:29:16Z	3119.0	2.72	6256
2026-09-23T16:29:46Z	3119.0	2.29	5819
2026-09-23T16:30:16Z	3119.0	3.11	6823
2026-09-23T16:30:46Z	3119.0	2.39	6030
2026-09-23T16:31:16Z	3119.0	3.80	7634
2026-09-23T16:31:46Z	3119.0	3.08	6870
2026-09-23T16:32:16Z	3119.0	2.87	6590
2026-09-23T16:32:46Z	3119.0	2.50	6114
2026-09-23T16:33:16Z	3119.0	2.22	4834
2026-09-23T16:33:46Z	3119.0	4.36	8299
2026-09-23T16:34:16Z	3120.0	2.92	6503
2026-09-23T16:34:46Z	3120.0	2.91	6602
2026-09-23T16:35:16Z	3120.0	2.37	5890
2026-09-23T16:35:47Z	3120.0	4.78	8437
2026-09-23T16:36:17Z	3120.0	5.38	9043
2026-09-23T16:36:47Z	3120.0	4.97	8881
2026-09-23T16:37:17Z	3120.0	4.15	7926
2026-09-23T16:37:47Z	3120.0	3.10	6689
2026-09-23T16:38:17Z	3120.0	4.63	8526
2026-09-23T16:38:47Z	3120.0	5.30	9000
2026-09-23T16:39:17Z	3120.0	4.70	8373
2026-09-23T16:39:47Z	3120.0	3.46	7056
2026-09-23T16:40:17Z	3120.0	2.47	6012
2026-09-23T16:40:47Z	3120.0	3.63	7275
2026-09-23T16:41:17Z	3120.0	2.88	6573
2026-09-23T16:41:47Z	3121.0	2.38	6172
2026-09-23T16:42:17Z	3121.0	2.32	5805
2026-09-23T16:42:47Z	3120.0	3.99	7738
2026-09-23T16:43:17Z	3121.0	2.99	6455
2026-09-23T16:43:47Z	3121.0	3.98	7550
2026-09-23T16:44:17Z	3121.0	3.22	6888
2026-09-23T16:44:47Z	3121.0	2.53	6116
2026-09-23T16:45:17Z	3121.0	4.02	7637
2026-09-23T16:45:48Z	3121.0	2.38	5896
2026-09-23T16:46:18Z	3121.0	3.35	6852
2026-09-23T16:46:48Z	3121.0	4.23	7758
2026-09-23T16:47:18Z	3121.0	3.62	6204
2026-09-23T16:47:48Z	3121.0	2.85	6436
2026-09-23T16:48:18Z	3121.0	3.11	6673
2026-09-23T16:48:48Z	3121.0	4.72	8484
2026-09-23T16:49:18Z	3121.0	4.62	8452
2026-09-23T16:49:48Z	3121.0	3.50	7246
2026-09-23T16:50:18Z	3121.0	3.48	7114
2026-09-23T16:50:48Z	3121.0	4.02	7609
2026-09-23T16:51:18Z	3121.0	5.40	9120
2026-09-23T16:51:48Z	3121.0	3.45	7079
2026-09-23T16:52:18Z	3121.0	3.85	7521
2026-09-23T16:52:48Z	3121.0	4.00	7816
2026-09-23T16:53:18Z	3121.0	5.16	8856
2026-09-23T16:53:48Z	3121.0	3.90	7625
2026-09-23T16:54:18Z	3121.0	2.20	5377
2026-09-23T16:54:48Z	3121.0	3.01	6583
2026-09-23T16:55:18Z	3121.0	3.01	6590
2026-09-23T16:55:48Z	3121.0	4.11	7713
2026-09-23T16:56:18Z	3121.0	4.23	7941
2026-09-23T16:56:48Z	3121.0	3.69	7424
2026-09-23T16:57:19Z	3121.0	4.07	7577
2026-09-23T16:57:49Z	3121.0	2.50	5962
2026-09-23T16:58:19Z	3122.0	3.34	6856
2026-09-23T16:58:49Z	3122.0	4.05	7604
2026-09-23T16:59:19Z	3122.0	3.53	7076
2026-09-23T16:59:49Z	3122.0	3.81	7570
2026-09-23T17:00:19Z	3122.0	3.80	7563
2026-09-23T17:00:49Z	3122.0	2.39	5817
2026-09-23T17:01:19Z	3122.0	3.01	6544
2026-09-23T17:01:49Z	3122.0	2.55	6132
2026-09-23T17:02:19Z	3122.0	3.13	6751
2026-09-23T17:02:49Z	3122.0	3.86	7605
2026-09-23T17:03:19Z	3122.0	4.08	7566
2026-09-23T17:03:49Z	3122.0	3.32	6907
2026-09-23T17:04:19Z	3122.0	3.43	6889
2026-09-23T17:04:49Z	3123.0	2.55	6060
2026-09-23T17:05:19Z	3123.0	4.20	7737
2026-09-23T17:05:49Z	3123.0	3.53	7110
2026-09-23T17:06:19Z	3123.0	5.26	8873
2026-09-23T17:06:49Z	3123.0	3.56	7134
2026-09-23T17:07:19Z	3123.0	2.27	5799
2026-09-23T17:07:49Z	3123.0	3.46	7017
2026-09-23T17:08:19Z	3123.0	3.03	6591
2026-09-23T17:08:50Z	3123.0	3.44	7038
2026-09-23T17:09:20Z	3123.0	3.92	7616
2026-09-23T17:09:50Z	3123.0	3.23	7005
2026-09-23T17:10:20Z	3123.0	4.01	6648
2026-09-23T17:10:50Z	3123.0	3.00	6732
2026-09-23T17:11:20Z	3123.0	4.17	8005
2026-09-23T17:11:50Z	3123.0	4.26	7784
2026-09-23T17:12:20Z	3123.0	4.37	8385
2026-09-23T17:12:50Z	3122.0	5.20	7947
2026-09-23T17:13:20Z	3123.0	4.39	8128
2026-09-23T17:13:50Z	3123.0	4.17	8058
2026-09-23T17:14:20Z	3123.0	2.93	6558
2026-09-23T17:14:50Z	3123.0	2.34	6044
2026-09-23T17:15:20Z	3123.0	3.69	7600
2026-09-23T17:15:50Z	3123.0	2.65	6195
2026-09-23T17:16:20Z	3123.0	2.41	5975
2026-09-23T17:16:50Z	3123.0	3.97	7633
2026-09-23T17:17:20Z	3123.0	5.30	9044
2026-09-23T17:17:50Z	3123.0	3.71	7449
2026-09-23T17:18:20Z	3123.0	4.48	8329
2026-09-23T17:18:50Z	3123.0	3.92	7740
2026-09-23T17:19:20Z	3123.0	3.28	7008
2026-09-23T17:19:51Z	3123.0	4.11	7931
