run,source_commit,dataset,threads,total_time_s,n_bins,checkm2_mean_completeness,checkm2_mean_contamination,checkm2_HQ,checkm2_MQ,checkm_mean_completeness,checkm_mean_contamination,checkm_HQ,checkm_MQ
fix_v11_20260924,95f5ea820f9a4e76f5c2911c0b5ed507ab67b015,"COMEBin demo (29,434 contigs)",32,24741,71,24.38,3.78,1,6,21.62,5.18,0,8
