run,source_commit,dataset,threads,total_time_s,n_bins,checkm2_mean_completeness,checkm2_mean_contamination,checkm2_HQ,checkm2_MQ,checkm_mean_completeness,checkm_mean_contamination,checkm_HQ,checkm_MQ
marine_v11_20260925,95f5ea820f9a4e76f5c2911c0b5ed507ab67b015,marine_sample0_input,32,31406,152,50.60,4.10,35,60,46.36,5.09,37,60
