run,source_commit,dataset,threads,total_time_s,n_bins,checkm2_mean_completeness,checkm2_mean_contamination,checkm2_HQ,checkm2_MQ,checkm_mean_completeness,checkm_mean_contamination,checkm_HQ,checkm_MQ
cami3_v11_20260926_rerun,95f5ea820f9a4e76f5c2911c0b5ed507ab67b015,CAMI III,32,5392,492,35.97,11.42,53,112,32.46,13.38,54,100
