run,source_commit,dataset,threads,total_time_s,n_bins,checkm2_mean_completeness,checkm2_mean_contamination,checkm2_HQ,checkm2_MQ,checkm_mean_completeness,checkm_mean_contamination,checkm_HQ,checkm_MQ
baseline_rerun_autorestart1,904f649ef5cbb4582a6f0e5ec8b0b1f45778d85b,"COMEBin demo (29,434 contigs)",32,24327,60,25.01,2.98,0,7,21.23,3.40,0,9
